Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Color,Registered Car,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Seats,Exchange Possible,VIN Chassis number
Toyota Venza 2014 White,"₦ 14,500,000,",₦ 12.09 M ~ 13 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/116794360_NjIwLTQ2NC1iZWI1YjI0Mjc5.webp,https://pictures-nigeria.jijistatic.com/116794360_MTExLTgzLWJlYjViMjQyNzk.webp | https://pictures-nigeria.jijistatic.com/116791624_MTExLTE0OC0wNDNhMjIyNjY2.webp | https://pictures-nigeria.jijistatic.com/116791620_MTExLTgzLTk2YzQ3Njc3OTU.webp | https://pictures-nigeria.jijistatic.com/116791621_MTExLTgzLTJhYjAyN2EzNmE.webp | https://pictures-nigeria.jijistatic.com/116791622_MTExLTgzLTU2M2RhYjQ3Y2Y.webp,Automatic,,,Foreign Used,,Ebhotemen Promise Moses,https://jiji.ng/lekki/cars/toyota-venza-2014-white-5hM33fTxmMZBQY3fybpMEdAo.html,No faults,Toyota,Venza,2014,White,No,,,,,,,,,
Toyota Camry XSE (2.5L 4cyl 8A) 2019 White,"₦ 10,000,000,",₦ 16 M ~ 17.5 M,"Abuja, Wuse",https://pictures-nigeria.jijistatic.com/116433789_NjIwLTQ2NS1jYWVlYzI1NmY0.webp,https://pictures-nigeria.jijistatic.com/116433789_MTExLTgzLWNhZWVjMjU2ZjQ.webp | https://pictures-nigeria.jijistatic.com/116433787_MTExLTgzLWRjMTg2ZmFmZmM.webp | https://pictures-nigeria.jijistatic.com/116433788_MTExLTgzLTIxMTRiODY5YjY.webp | https://pictures-nigeria.jijistatic.com/116433790_MTExLTgzLWJiNTMwOGY0Nzk.webp | https://pictures-nigeria.jijistatic.com/116434294_MTExLTgzLTVlNzRiY2E4NDE.webp,Automatic,,,Foreign Used,Air Conditioning | CD Player | Alloy Wheels | AM/FM Radio | Airbags,Blu Rack Logistics,https://jiji.ng/wuse/cars/toyota-camry-xse-2-5l-4cyl-8a-2019-white-cLmPV1ruoUm6HXIqjprBbjnV.html,"Original parts, No faults, Unpainted",Toyota,Camry,2019,White,No,XSE (2.5L 4cyl 8A),,,,,,,No,
Lexus RX 2011 White,"₦ 11,850,000",₦ 10.98 M ~ 11.5 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/110997355_NjIwLTQ2NS02MmQ0OGM4MTVi.webp,https://pictures-nigeria.jijistatic.com/110997355_MTExLTgzLTYyZDQ4YzgxNWI.webp | https://pictures-nigeria.jijistatic.com/110997353_MTExLTgzLTEzNDg3YTc5MDY.webp | https://pictures-nigeria.jijistatic.com/110997356_MTExLTgzLWZlYzdhODg3ZTQ.webp | https://pictures-nigeria.jijistatic.com/110997357_MTExLTgzLTk1ZTlkZTYxN2U.webp | https://pictures-nigeria.jijistatic.com/110997358_MTExLTgzLWQ4NTQzOGZjOTE.webp,Automatic,,,Foreign Used,,Scrollfield enterprise,https://jiji.ng/surulere/cars/lexus-rx-2011-white-1vwJo8gOncNFjevGI38sfdeS.html,"Unpainted, No faults",Lexus,RX,2011,White,,,,,,,,,,
Mercedes-Benz E400 2015 White,"₦ 16,900,000",,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/110455251_NjIwLTgyNy00MzMwMDhlZWIy.webp,https://pictures-nigeria.jijistatic.com/110455251_MTExLTE0OC00MzMwMDhlZWIy.webp | https://pictures-nigeria.jijistatic.com/110455137_MTExLTE0OC05ZjU3ZjFlMDcx.webp | https://pictures-nigeria.jijistatic.com/110455311_MTExLTE0OC0wMzlkNGZmODli.webp | https://pictures-nigeria.jijistatic.com/110455326_MTExLTE0OC1kMzkxNTExY2I5.webp | https://pictures-nigeria.jijistatic.com/110455244_MTExLTE0OC0xMTJhOTkyYjZi.webp,Automatic,69000 km,,Foreign Used,,Law Moore Exclusive Auto Ltd,https://jiji.ng/gwarinpa/cars/mercedes-benz-e400-2015-white-93dYroUh0Emgp8hdCv1x9PA3.html,No faults,Mercedes-Benz,E400,2015,White,No,,,,,,,,,
Mazda CX-9 Grand Touring AWD 2007 Gray,"₦ 5,500,000,",₦ 4.81 M ~ 5.42 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/116858681_NjIwLTgyNy0xMTZiZDc2NTcy.webp,https://pictures-nigeria.jijistatic.com/116858681_MTExLTE0OC0xMTZiZDc2NTcy.webp | https://pictures-nigeria.jijistatic.com/116858682_MTExLTE0OC1iMjdhMzk3ODVm.webp | https://pictures-nigeria.jijistatic.com/116858684_MTExLTE0OC04Zjk2NzlkOTNi.webp | https://pictures-nigeria.jijistatic.com/116858685_MTExLTE0OC1lZmUxYTY2NjUw.webp | https://pictures-nigeria.jijistatic.com/116858688_MTExLTE0OC03NjBlMWU5YTgy.webp,Automatic,85085 km,Petrol,Foreign Used,Airbags | Alloy Wheels | CD Player | AM/FM Radio | Air Conditioning,Raji Carz,https://jiji.ng/ikeja/cars/mazda-cx-9-grand-touring-awd-2007-gray-aBNuoDZX7h8jq3JkTBzIfgtF.html,"No faults, Unpainted, Original parts",Mazda,CX-9,2007,Gray,No,Grand Touring AWD,SUV,All Wheel,3500           cc,6,268           hp,7,No,
Toyota Corolla 2010 Silver,"₦ 3,650,000",₦ 3.3 M ~ 3.5 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/117154460_NjIwLTQ2NS02NGJlNTY2NDYw.webp,https://pictures-nigeria.jijistatic.com/117154460_MTExLTgzLTY0YmU1NjY0NjA.webp | https://pictures-nigeria.jijistatic.com/117154461_MTExLTgzLWQwMDNiMjYyYjk.webp | https://pictures-nigeria.jijistatic.com/117154462_MTExLTgzLTFiNTZmODg1YmM.webp | https://pictures-nigeria.jijistatic.com/117154463_MTExLTgzLTk4ZjZlMWM4YmI.webp | https://pictures-nigeria.jijistatic.com/117154482_MTExLTgzLWQzZTkwODg0MGI.webp,Automatic,,,Nigerian Used,,Shakiru Ogundele,https://jiji.ng/ibadan/cars/toyota-corolla-2010-silver-6ak9SAcaD1OyD0mLBOt0t4M9.html,Original parts,Toyota,Corolla,2010,Silver,Yes,,,,,,,,,
Toyota Sienna 7 Passenger 2011 Black,"₦ 4,800,000,",₦ 5.2 M ~ 6.2 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/114065375_NjIwLTQ2NS02MDE5MmVlNmRi.webp,https://pictures-nigeria.jijistatic.com/114065375_MTExLTgzLTYwMTkyZWU2ZGI.webp | https://pictures-nigeria.jijistatic.com/114065373_MTExLTgzLWE0Mjg1ZGY3YTk.webp | https://pictures-nigeria.jijistatic.com/114065379_MTExLTgzLWViN2Y5MmMwM2I.webp | https://pictures-nigeria.jijistatic.com/114065381_MTExLTgzLTU5OTNlOTA4MWM.webp | https://pictures-nigeria.jijistatic.com/114065394_MTExLTgzLTkzZTIzZGMzMDI.webp,Automatic,150000 km,Petrol,Nigerian Used,Air Conditioning | Alloy Wheels | Air Conditioning | Android Auto | CD Player | AM/FM Radio | CD Player | AM/FM Radio | Alloy Wheels,Blaise Greg Linus,https://jiji.ng/ajah/cars/toyota-sienna-7-passenger-2011-black-imXD3WJLwp7231J1zv5e1LtR.html,Original parts,Toyota,Sienna,2011,Black,Yes,7 Passenger,Minivan,Front Wheel,2700           cc,4,190           hp,7,No,
Toyota Camry 2007 Blue,"₦ 4,600,000",₦ 4.6 M ~ 4.8 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117368448_NjIwLTQ2NS1iMWQ2YzYyMWE1.webp,https://pictures-nigeria.jijistatic.com/117368448_MTExLTgzLWIxZDZjNjIxYTU.webp | https://pictures-nigeria.jijistatic.com/117368451_MTExLTgzLTliNDhhNGU0Yzg.webp | https://pictures-nigeria.jijistatic.com/117368449_MTExLTgzLWVhNjJkY2JlZmQ.webp | https://pictures-nigeria.jijistatic.com/117368452_MTExLTgzLTJkODk1NGM2OWU.webp | https://pictures-nigeria.jijistatic.com/117368450_MTExLTgzLWQwNzE5ZmYxNDQ.webp,Automatic,,Petrol,Foreign Used,Electric Windows | Anti-Lock Brakes | Sunroof | Front Fog Lamps | Air Conditioning | Airbags | Electric Mirrors | Alloy Wheels | LED Headlights | CD Player | AM/FM Radio | Armrests,captainbugatti,https://jiji.ng/ikeja/cars/toyota-camry-2007-blue-hfSbcUGfq2yDGitwDYTrPEMI.html,No faults,Toyota,Camry,2007,Blue,No,SE 4dr Sedan (2.4L 4cyl 5A),Sedan,Front,2400           cc,4,158           hp,5,,
Lexus RX 2010 Black,"₦ 11,500,000",₦ 10.9 M ~ 11 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/104787792_NjIwLTgyNy01Y2Y0NmUzNWMwLTE.webp,https://pictures-nigeria.jijistatic.com/104787792_MTExLTE0OC01Y2Y0NmUzNWMwLTE.webp | https://pictures-nigeria.jijistatic.com/104787794_MTExLTE0OC1mMDRkNmY4MWM2LTE.webp | https://pictures-nigeria.jijistatic.com/104787795_MTExLTE0OC1kMGI1NjIwZmE1LTE.webp | https://pictures-nigeria.jijistatic.com/104787791_MTExLTE0OC1kZDFkMzMwNzNlLTE.webp | https://pictures-nigeria.jijistatic.com/104787787_MTExLTE0OC0yZWZiZjZkMGU3LTE.webp,Automatic,,,Foreign Used,,Don Maria Motors,https://jiji.ng/ogba/cars/lexus-rx-2010-black-heaoQj9jrzYFQg3RBr5CaaCM.html,"No faults, Unpainted, Original parts",Lexus,RX,2010,Black,No,,,,,,,,,
Toyota Highlander Limited 2012 White,"₦ 11,000,000",₦ 11 M ~ 11.7 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/107757071_NjIwLTgyNy1jNGM1NTI1YmE1.webp,https://pictures-nigeria.jijistatic.com/107757071_MTExLTE0OC1jNGM1NTI1YmE1.webp | https://pictures-nigeria.jijistatic.com/107757076_MTExLTE0OC0wOTRhNzcyMDM3.webp | https://pictures-nigeria.jijistatic.com/107757073_MTExLTE0OC05ZjQ0MDY3OTY1.webp | https://pictures-nigeria.jijistatic.com/107757082_MTExLTE0OC1hYTdkNDY5ZmM0.webp | https://pictures-nigeria.jijistatic.com/107757080_MTExLTE0OC0yY2FjMTEzNjVi.webp,Automatic,70000 km,Petrol,Foreign Used,,Georebus Autos,https://jiji.ng/ogba/cars/toyota-highlander-limited-2012-white-iE2C5wLuhuo52YCf2hSKLVIU.html,No faults,Toyota,Highlander,2012,White,No,Limited,SUV,Front Wheel,3500           cc,6,274           hp,5,,
Mercedes-Benz C300 2009 White,"₦ 4,200,000",₦ 3.74 M ~ 4.2 M,"Delta, Warri",https://pictures-nigeria.jijistatic.com/108387286_NjIwLTgyNy1iZWM0ZDUxODRl.webp,https://pictures-nigeria.jijistatic.com/108387286_MTExLTE0OC1iZWM0ZDUxODRl.webp | https://pictures-nigeria.jijistatic.com/108387289_MTExLTgzLWQ0NDBmMzU5YWU.webp | https://pictures-nigeria.jijistatic.com/108387292_MTExLTgzLWM2ODg4NDhjMjk.webp | https://pictures-nigeria.jijistatic.com/108387290_MTExLTgzLWQ0Y2M1NmY5YjY.webp | https://pictures-nigeria.jijistatic.com/108387291_MTExLTgzLTY5MzJiNWZkNzA.webp,Automatic,,Petrol,Nigerian Used,,Joyce Eko,https://jiji.ng/warri-south/cars/mercedes-benz-c300-2009-white-zuooaUFrxp142JZnydpkZsBX.html,No faults,Mercedes-Benz,C300,2009,White,,Sport Sedan AWD (3.0L 6cyl 7A),Sedan,All Wheel,3000           cc,6,228           hp,5,,
Toyota Corolla Sedan 2003 Black,"₦ 900,000",,"Ekiti, Ado Ekiti",https://pictures-nigeria.jijistatic.com/116781803_NjIwLTgyNy03MGNkZmY5MTE3.webp,https://pictures-nigeria.jijistatic.com/116781803_MTExLTE0OC03MGNkZmY5MTE3.webp | https://pictures-nigeria.jijistatic.com/117025016_MTExLTgzLWI3ZDUwMGFhMzE.webp | https://pictures-nigeria.jijistatic.com/117025015_MTExLTE0OC1kNzU4Mjk0NWM1.webp | https://pictures-nigeria.jijistatic.com/117025017_MTExLTgzLWJmZTdiOGJiYTY.webp | https://pictures-nigeria.jijistatic.com/116595652_MTExLTE0OC1kMGJmZWFkNzcz.webp,Manual,240000 km,Petrol,Nigerian Used,Cup Holders | Airbags | Android Auto | Parking Assist | Electric Mirrors | LED Headlights | Alloy Wheels | CD Player | Cruise Control | AM/FM Radio | Traction Control | Armrests | Electric Windows | Anti-Lock Brakes | Front Fog Lamps,Ekiti-cars Ng,https://jiji.ng/ado-ekiti/cars/toyota-corolla-sedan-2003-black-x5tltnajBZKNpEu2h5i14OKU.html,"First owner, No faults, Original parts",Toyota,Corolla,2003,Black,Yes,Sedan,,Front,,4,90           hp,5,No,
Toyota Sienna 2004 White,"₦ 4,600,000",₦ 4.5 M ~ 4.8 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/112459654_NjIwLTQ2NC05NjJlMGJiNmJjLTE.webp,https://pictures-nigeria.jijistatic.com/112459654_MTExLTgzLTk2MmUwYmI2YmMtMQ.webp | https://pictures-nigeria.jijistatic.com/112459655_MTExLTgzLWQxNzM0NWJlMWMtMQ.webp | https://pictures-nigeria.jijistatic.com/112459656_MTExLTE0OC0zMmYyYjA1ODY4LTE.webp | https://pictures-nigeria.jijistatic.com/112459657_MTExLTgzLWEyNGNjMmFlOTYtMQ.webp | https://pictures-nigeria.jijistatic.com/112459659_MTExLTgzLTZlZTU5OTBmMTMtMQ.webp,Automatic,110000 km,,Foreign Used,,Thorpyjay Mega Auto,https://jiji.ng/ibadan/cars/toyota-sienna-2004-white-yWtTQ9fCYfwvhElFWssuGni1.html,No faults,Toyota,Sienna,2004,White,No,,,,,,,,No,
Toyota RAV4 2017 Silver,"₦ 12,850,000",₦ 14 M ~ 15.78 M,"Abuja, Central Business District",https://pictures-nigeria.jijistatic.com/113873483_NjIwLTQ2NS1jNzI4OGI0MTJl.webp,https://pictures-nigeria.jijistatic.com/113873483_MTExLTgzLWM3Mjg4YjQxMmU.webp | https://pictures-nigeria.jijistatic.com/113873484_MTExLTgzLTE1NWY2MzBjNzY.webp | https://pictures-nigeria.jijistatic.com/113878521_MTExLTE0OC01MjhkMjMwY2E5.webp | https://pictures-nigeria.jijistatic.com/113878520_MTExLTE0OC1jOGFiY2UyM2I4.webp | https://pictures-nigeria.jijistatic.com/113873489_MTExLTgzLWMyZjgxZDFjMjg.webp,Automatic,85645 km,,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags,Abujacarshop,https://jiji.ng/central-business-district/cars/toyota-rav4-2017-silver-531dsq3HfzQWG1pkfXnlvzls.html,No faults,Toyota,RAV4,2017,Silver,No,,,,,,,,,
Toyota Highlander 2.7L 2WD 2013 Black,"₦ 9,850,000",₦ 11 M ~ 11.79 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/113318837_NjIwLTQ2NC0xNzUzYWE4ZmM2.webp,https://pictures-nigeria.jijistatic.com/113318837_MTExLTgzLTE3NTNhYThmYzY.webp | https://pictures-nigeria.jijistatic.com/113318822_MTExLTgzLTkzOWEwMDljOTI.webp | https://pictures-nigeria.jijistatic.com/113318815_MTExLTgzLTI1NGM0OGYzZTU.webp | https://pictures-nigeria.jijistatic.com/113318829_MTExLTgzLTM5NTZhNzQ1N2Y.webp | https://pictures-nigeria.jijistatic.com/113318821_MTExLTgzLWNkMDFlMGExM2E.webp,Automatic,,Petrol,Foreign Used,Traction Control | Sunroof | Xenon Lights | CD Player | Winch | Sidesteps | Electric Windows | Roof Rack | Electric Mirrors | Armrests | Alloy Wheels | Airbags | CarPlay | Cup Holders | AM/FM Radio | Anti-Lock Brakes | Front Fog Lamps,BIZCON,https://jiji.ng/alimosho/cars/toyota-highlander-2-7l-2wd-2013-black-8I1JhZpdQQ6kDJBF7CZzmkUL.html,No faults,Toyota,Highlander,2013,Black,No,2.7L 2WD,SUV,Front Wheel,2700           cc,4,187           hp,5,,
Toyota Highlander Limited 2009 White,"₦ 5,999,999",₦ 5.82 M ~ 6.1 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117368071_NjIwLTQ2NS1mMDkyMjVkNzE0.webp,https://pictures-nigeria.jijistatic.com/117368071_MTExLTgzLWYwOTIyNWQ3MTQ.webp | https://pictures-nigeria.jijistatic.com/117368075_MTExLTgzLTljMjU2NzMxMzU.webp | https://pictures-nigeria.jijistatic.com/117368076_MTExLTE0OC0yZTE4OTYxMmRj.webp | https://pictures-nigeria.jijistatic.com/117368074_MTExLTgzLWMzNGQ5YTZlNDA.webp | https://pictures-nigeria.jijistatic.com/117368078_MTExLTgzLTI2NzM1ZTY2NzE.webp,Automatic,130000 km,Petrol,Nigerian Used,Blind Spot Monitor | Parking Sensors | Sunroof | Cup Holders | Air Conditioning | Airbags | Electric Mirrors | Alloy Wheels | LED Headlights | CD Player | Cruise Control | AM/FM Radio | Armrests | Electric Windows | Leather Seats | Anti-Lock Brakes | Front Fog Lamps,Temiloluwa Okoro,https://jiji.ng/ikeja/cars/toyota-highlander-limited-2009-white-zYFfbVdJEdgA97IrZYXbkgdL.html,"First registration, No faults, Unpainted",Toyota,Highlander,2009,White,Yes,Limited,SUV,Front Wheel,3500           cc,6,274           hp,7,No,
Toyota Highlander XLE 2019 White,"₦ 22,850,000",₦ 23 M ~ 24.86 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/109805366_NjIwLTQ2NS1lZTJmZDZlNjAy.webp,https://pictures-nigeria.jijistatic.com/109805366_MTExLTgzLWVlMmZkNmU2MDI.webp | https://pictures-nigeria.jijistatic.com/109805365_MTExLTgzLTYwMmRmNDYyODE.webp | https://pictures-nigeria.jijistatic.com/109805371_MTExLTgzLTQzY2RkZDFmOTg.webp | https://pictures-nigeria.jijistatic.com/109805373_MTExLTgzLWZiNWNhMjU3NzY.webp | https://pictures-nigeria.jijistatic.com/109805374_MTExLTgzLTYzMWZjOGMwM2I.webp,Automatic,,,Foreign Used,Air Conditioning | Airbags | Blind Spot Monitor | CD Player | Front Fog Lamps | Leather Seats | Parking Sensors | Sidesteps,Desmond Auto,https://jiji.ng/surulere/cars/toyota-highlander-xle-2019-white-bi0R6KP5asPmwprh8yb9umbk.html,"No faults, Unpainted",Toyota,Highlander,2019,White,No,XLE,,,,,295           hp,,,
Toyota Highlander 2014 Black,"₦ 16,300,000",₦ 15.79 M ~ 16.27 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/116918314_NjIwLTQwNC1iYTU2ZWUwYTU0.webp,https://pictures-nigeria.jijistatic.com/116918314_MTExLTcyLWJhNTZlZTBhNTQ.webp | https://pictures-nigeria.jijistatic.com/116918319_MTExLTc2LWMwYzJjMGNhYTQ.webp | https://pictures-nigeria.jijistatic.com/116918317_MTExLTkwLWQ5ODFmNTIyZDc.webp | https://pictures-nigeria.jijistatic.com/116918315_MTExLTgwLTY2ODMzMTU5NTg.webp | https://pictures-nigeria.jijistatic.com/116918316_MTExLTgwLTdhMTI0NjQwZmY.webp,Automatic,87000 km,Petrol,Foreign Used,,Dee Hubbs,https://jiji.ng/alimosho/cars/toyota-highlander-2014-black-f66tRn8cxrYIUap4T8Z2Ia0P.html,"No faults, Original parts",Toyota,Highlander,2014,Black,No,XLE 4dr SUV AWD (3.5L 6cyl 6A),SUV,All Wheel,3500           cc,6,270           hp,7-8,,
Toyota Highlander 2017 White,"₦ 17,000,000",₦ 17.5 M ~ 19.25 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/109897921_NjIwLTgyNy01NGQxN2I1NTU2.webp,https://pictures-nigeria.jijistatic.com/109897921_MTExLTE0OC01NGQxN2I1NTU2.webp | https://pictures-nigeria.jijistatic.com/109897904_MTExLTE0OC05MjYyNDY4Yzk5.webp | https://pictures-nigeria.jijistatic.com/109897903_MTExLTgzLTk4MTBkY2Y4YzU.webp | https://pictures-nigeria.jijistatic.com/109897905_MTExLTgzLTY3YjRhMzU0NGM.webp | https://pictures-nigeria.jijistatic.com/109897907_MTExLTgzLWQwODJhNTJkYzk.webp,Automatic,54000 km,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | Alloy Wheels | Airbags | CD Player | Anti-Lock Brakes | Armrests | Front Fog Lamps | Leather Seats | Parking Sensors | Roof Rack | Sidesteps | Spotlight | Sunroof | Traction Control | Winch | Xenon Lights | Bullbar,Bishegautos,https://jiji.ng/alimosho/cars/toyota-highlander-2017-white-7X2rNOGBKZcG06Kwez8GWv8C.html,No faults,Toyota,Highlander,2017,White,No,Limited 4x4 V6 (3.5L 6cyl 8A),SUV,All Wheel,3500           cc,6,295           hp,7-8,Yes,5TDDKRFH1FS******
Mercedes-Benz E350 2009 Black,"₦ 6,000,003",,"Edo, Benin City",https://pictures-nigeria.jijistatic.com/111680306_NjIwLTgyNy1jODVjOTk4MGJm.webp,https://pictures-nigeria.jijistatic.com/111680306_MTExLTE0OC1jODVjOTk4MGJm.webp | https://pictures-nigeria.jijistatic.com/111680337_MTExLTgzLWFjMzU1NmQzZjM.webp | https://pictures-nigeria.jijistatic.com/111680327_MTExLTE0OC00NjMwMGE4MGM3.webp | https://pictures-nigeria.jijistatic.com/111680305_MTExLTgzLTg0ZTIyYzk2ZWQ.webp | https://pictures-nigeria.jijistatic.com/111680291_MTExLTgzLTkxZGEyZmI1ZjU.webp,Automatic,,,Foreign Used,,Aburime Frank,https://jiji.ng/oredo/cars/mercedes-benz-e350-2009-black-dejwRGCpHJjjZ1GDgJWlZr8B.html,No faults,Mercedes-Benz,E350,2009,Black,Yes,,,,,,,,,
Lexus RX 350 AWD 2014 Black,"₦ 15,000,000",₦ 14.27 M ~ 14.71 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/106084317_NjIwLTQ2NS03YjI1NGMyNzhj.webp,https://pictures-nigeria.jijistatic.com/106084317_MTExLTgzLTdiMjU0YzI3OGM.webp | https://pictures-nigeria.jijistatic.com/106084292_MTExLTgzLWJlZjZjOWJjOGE.webp | https://pictures-nigeria.jijistatic.com/106084291_MTExLTgzLWZlZGI1ZjBiOTE.webp | https://pictures-nigeria.jijistatic.com/106084305_MTExLTE0OC1kNTllN2Q0ODJj.webp | https://pictures-nigeria.jijistatic.com/106084315_MTExLTgzLWViZDVlYzZjOTk.webp,Automatic,45000 km,Petrol,Foreign Used,,Best Odudu-Emmanuel,https://jiji.ng/gwarinpa/cars/lexus-rx-350-awd-2014-black-6CVxZ1PgUCQewqfvUgiEMO4S.html,No faults,Lexus,RX,2014,Black,No,350 AWD,SUV,All Wheel,3500           cc,6,270           hp,5,,
Lexus GX 2007 Black,"₦ 9,250,000",₦ 7.5 M ~ 7.85 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/99514616_NjIwLTQ2NS1lOWU5NzFlNTg2.webp,https://pictures-nigeria.jijistatic.com/99514616_MTExLTgzLWU5ZTk3MWU1ODY.webp | https://pictures-nigeria.jijistatic.com/99514598_MTExLTgzLTk3MzBmYzFjNjE.webp | https://pictures-nigeria.jijistatic.com/99514599_MTExLTgzLTZjZjRlMjhmODI.webp | https://pictures-nigeria.jijistatic.com/99514601_MTExLTgzLTdkNGI3NjMyYmM.webp | https://pictures-nigeria.jijistatic.com/99514604_MTExLTgzLTJhYjZkNWIzOGI.webp,Automatic,,,Foreign Used,,Scrollfield enterprise,https://jiji.ng/surulere/cars/lexus-gx-2007-black-ucOVsG3hL5kH0iGk09XF1zqL.html,"No faults, Unpainted",Lexus,GX,2007,Black,,,,,,,,,,
Toyota RAV4 2014 Gray,"₦ 10,500,000",₦ 10.62 M ~ 11.62 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/112044447_NjIwLTQ2NS0xNTBkNmI2ODVj.webp,https://pictures-nigeria.jijistatic.com/112044447_MTExLTgzLTE1MGQ2YjY4NWM.webp | https://pictures-nigeria.jijistatic.com/112044452_MTExLTgzLWJmNGNkYTNmYTc.webp | https://pictures-nigeria.jijistatic.com/112044455_MTExLTgzLWFkZTVlMmVjMzQ.webp | https://pictures-nigeria.jijistatic.com/112044458_MTExLTE0OC1kMThjM2YwZjhh.webp | https://pictures-nigeria.jijistatic.com/112044449_MTExLTgzLTE5YWQyZDU0NDc.webp,Automatic,122788 km,Petrol,Foreign Used,,Lamide,https://jiji.ng/alimosho/cars/toyota-rav4-2014-gray-5pmjxiTystTWbFcaSs4tkLk1.html,No faults,Toyota,RAV4,2014,Gray,No,XLE 4dr SUV AWD (2.5L 4cyl 6A),SUV,All Wheel,2500           cc,4,,5,,
Toyota Venza V6 AWD 2012 Brown,"₦ 9,520,000,",₦ 9.8 M ~ 10.5 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/116133539_NjIwLTY5Ni04YWIyYWJhZjU1.webp,https://pictures-nigeria.jijistatic.com/116133539_MTExLTEyNS04YWIyYWJhZjU1.webp | https://pictures-nigeria.jijistatic.com/116133537_MTExLTEzMi00ZmRkMTRmZjI4.webp | https://pictures-nigeria.jijistatic.com/116133526_MTExLTEzNi04NDA5YjczMDhl.webp | https://pictures-nigeria.jijistatic.com/116133528_MTExLTcyLWY2OGY1OTQ2N2Y.webp | https://pictures-nigeria.jijistatic.com/116133531_MTExLTEyOS1lN2NiMTE2YTM1.webp,Automatic,,Petrol,Foreign Used,Alloy Wheels | Air Conditioning | Leather Seats | Parking Assist | Parking Sensors | Sunroof,Angie Deals,https://jiji.ng/ikeja/cars/toyota-venza-v6-awd-2012-brown-7X43MEzmW3femykFouggfdm7.html,"No faults, Original parts",Toyota,Venza,2012,Brown,No,V6 AWD,Crossover,All Wheel,3500           cc,6,273           hp,5,,
Toyota Camry 2005 Gold,"₦ 3,900,000,",₦ 3.51 M ~ 3.65 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/115553015_NjIwLTQyMi1iY2IxZTRhZTQx.webp,https://pictures-nigeria.jijistatic.com/115553015_MTExLTc1LWJjYjFlNGFlNDE.webp | https://pictures-nigeria.jijistatic.com/115553031_MTExLTEzMy00MTVlZjkyNmM1.webp | https://pictures-nigeria.jijistatic.com/115553044_MTExLTEzNi01Mzc4YzFjYzBk.webp | https://pictures-nigeria.jijistatic.com/115553007_MTExLTgzLTIyZDk0NGVkZjI.webp | https://pictures-nigeria.jijistatic.com/115553039_MTExLTgzLTg1OThlYTkzODg.webp,Automatic,157391 km,Petrol,Foreign Used,CD Player | Airbags | AM/FM Radio | Air Conditioning | Alloy Wheels,Mr. Patrick Okorie,https://jiji.ng/port-harcourt/cars/toyota-camry-2005-gold-545oI0dpGbPcwm6RwbcbNxGd.html,"No faults, Original parts",Toyota,Camry,2005,Gold,No,XLE 4dr Sedan (2.4L 4cyl 5A),Sedan,Front,2400           cc,4,160           hp,5,,
